,reviewText,reviewDate,reviewStar,reviewCity,reviewWebsite
0,"1. The exterior looks superb and is a perfect car for men. 2. Best car in this class in the price. 3. Luxurious seating. 4. Large Panorama window. 5. Larger boot space. 6. Only a few commands are working. 7. Pickup, when compared to the same segment bit, lags in this and not that comfortable for driving, and especially due to a short clutch. 9. The body is super.  10. After-sales service package was awesome never heard these kinds of offers.","Dec 10, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/nobody-can-say-no-to-this-96212.htm
1,"The MG Hector pretty much outsizes everything in its class. Its length and wheelbase are the largest amongst its rivals, though the narrow girth and excessive rear overhang do throw proportions off a bit. Generous use of chrome means the Hector is big on bling and elements like the split LED DRLs and headlamps set up ensure the MG grabs attention.","Dec 09, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/best-car-ever-seen-96178.htm
2,"The best car at a very reasonable price and best specification in the budget, it has very advanced features.","Dec 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-in-the-budget-96091.htm
3,A real slayer. The interior and the exteriors are so dashing. Far better than Toyota Fortuner.,"Dec 10, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/great-car-96234.htm
4,The most powerful car.,"Dec 10, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-best-car-96232.htm
5,Perfect drive due to ultimate steering and infotainment system is mind-blowing.,"Dec 09, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-so-far-96190.htm
6,Amazing drive and great looks.,"Dec 09, 2019",3,NA,https://www.cardekho.com/user-review/mg-hector/superb-car-96182.htm
7,"Best luxury SUV in the budget as It contains many features that are only in this car like the panoramic sunroof, new voice assistance and many more. Its design is very beautiful and taillight looks like Audi's taillight. It has sufficient space for passengers and its price range is also good. It is an affordable car for middle-class people at this price. This is the only car which has all features especially its mobile features, we can control this car by the mobile application. The company has to make drastic changes in the car.","Dec 09, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/nice-suv-for-family-96181.htm
8,"MG Hector is a very comfortable car, I love to drive it, it is very good to take anywhere my experience is very good for Hector.","Dec 09, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/100-reliable-car-96154.htm
9,"The best car at that price best feature, amazing power, and handling is also good. All over best in class and amazing space.","Dec 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mg-hector-best-features-96083.htm
10,This car is perfect for a family it is the best car in this range. It contains many features that are only in this car like panoramic sunroof new voice assistance and many more its design is very beautiful its tail light is all led its tail light look like Audi tail light and its have efficient space for persons and its price range is also good it is affordable car for middle-class people in this price this is the only car which has this all features especially its mobile features we can control this car by the app this car has to make drastic change in the Car market I would suggest everyone buy this car only. This is the first car of MG company that contain all features that can satisfy a person it has a big infotainment system like Tesla have we can control everything from the infotainment system its headlight look very stylish its length is very awesome and width also its body is also similar to Fortuner I would prefer that everyone should buy this car If they are not satisfied with this review so first go to the MG showroom and first visit the car. I am also thinking about to buy this car because it gives a very good shine. ,"Dec 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/perfect-family-suv-96038.htm
11,Mg Hector is one of the best SUV segment cars in India. It is competition with Tata Harrier and Hyundai Creta. Pros: It has good pickup 2. It has a smooth drive. Cons:1 Issue with voice command either it doesn't recognize or it listens to what you talk 2. Display touch is not responding sometimes 3. The cooling issue in the rear section ac is not much effective as it has panoramic sunroof it has a high temperature in rear section cooling is not effective in summer. 4. The battery is not so good that why mg provide one year warranty on that.,"Dec 07, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/the-best-suv-mg-hector-95965.htm
12,"The car is full of updated techs and features. Apart from it, it has superb space, looks, power, and the driving experience is awesome. It's best in the segment.","Dec 06, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/worth-value-money-95811.htm
13,MG Hector is one of the most popular SUV with advanced features with all safety features also with high built quality interior and exterior. You will get satisfied after buying the Hector no need to take any worry about we have purchased a good or a bad car. After experiencing the drive day by day you will be satisfied with your doubts.,"Dec 06, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mg-hector-car-performance-95803.htm
14,Hector has a very luxurious seating in it. There are comfortable seats for everyone and it is the very perfect car for every family,"Dec 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mg-hector-is-a-luxurious-car-in-the-world-96073.htm
15,The first SUV from MG in India surely is trending. When we first experienced the Hector on the hills.,"Dec 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-suv-for-mountains-96052.htm
16,Nice car of new technology.,"Dec 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/great-car-96024.htm
17,Nice model and features of the car especially the internet car which is fully automatic car.,"Dec 08, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/excellent-car-96005.htm
18,"MG Hector is an awesome car because we are getting all the attractive features in the economical price range. So, I love to drive this car.","Dec 07, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/my-first-ride-with-mg-hector-95969.htm
19,It's an amazing car. It's within the budget and the pickup is amazing. Amazing sunroof.,"Dec 06, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/wonderful-car-95861.htm
20,"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the pick of the lot, accounting for over 50 percent sales, and has a waiting period that can stretch to seven months. Hence, in this very exacting road test, we've tested all three powertrain variants to, once and for all, answer the torrent of questions flooding our inbox and to tell you just how good the Hector really is.","Dec 04, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-best-one-95552.htm
21,"Hector, as its name indicates bully's, its rivals because of its daring looks, starting from its front the massive LED headlights and the DRL's positioning gives it the aggressiveness, coming to its side profile it looks glorious but just the 17 inch alloy wheels somewhere take the thunder away, then coming to the back of the car, it looks attractive as well. If tacking about the features it is fully loaded with features such as massive 10 inch touch screen through which every function of car is controlled, its an internet-connected car, also the book closes automatically by pressing just 1 button, reverse parking camera is also included with sensors, the additional touch to the car is its massive panoramic sunroof which lets the interior to be brighter and feels more luxurious. Taking of space then Hector has humongous space which includes, the legroom, the headroom, shoulder room, etc. All feel large even the boot of hector is big enough. Coming to the engine on paper as seen it gives 179 bhp but due to some reasons, it doesn't feel that way. Also, the steering is not like an SUV kind and the all-touch functionality which is provided is somewhere inconvenient while driving physical buttons are handier than that.","Dec 04, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/the-total-experience-so-far-95628.htm
22,What a smooth and powerful car. Great looks and fuel-efficient. Value for money and highly recommended.,"Dec 03, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/awesome-car-95368.htm
23,"Purchased petrol hybrid variant on Aug-19 and Completed 5,500Kms. There is nothing more I can add to its good points, mostly all were covered in other reviews. I would like to advise from my experience for Petrol variant that it does not have sufficient power for faster pickup and sporty drive. You should treat this beast gently to get better mileage. The worst city mileage I got was 8Km/L in the city and the best was 18Km/L on the highway with A.C.-Off and speed below 80Km/H.","Dec 04, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/petrol-variant-is-less-powerful-95588.htm
24,A classic car in this range as it has a better look than Fortuner. Killer looks. Never seen a beast like this ever before.,"Dec 04, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/killer-looks-95595.htm
25,Really a lovely car and highly recommended.,"Dec 05, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/great-car-95731.htm
26," MG Hector has very good features and also get a comfortable ride. I love to drive this car as compared to another car. Moreover, this is the best car in this budget range.","Dec 05, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/comfortable-car-95712.htm
27,MG Hector is an amazing car. Really comfortable and delivers wonderful mileage.,"Dec 05, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/great-car-95661.htm
28,"As I shut the door of the Hector, the door's thud surprised me. It is a solid car. The acceleration was decent and the power delivery is great. The space in the back seat is amazing. The quality is top-notch as you expect from a 20+ lac car. The thing that annoyed me is the screen, it's laggy. The basic functions like the A.C. and the 360 camera seem to bother you to use. It's irritating in the long run. The virtual assistant works when it hears you and understands you. Everything is fine, but the infotainment feels like a beta and should be updated soon for a smoother experience. The worst part is, you don't have physical controls for the A.C.","Dec 05, 2019",3,NA,https://www.cardekho.com/user-review/mg-hector/great-build-quality-and-spacious-95641.htm
29,Superb interior and custom design. Awesomely running and very comfortable.,"Dec 02, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/superb-car-95267.htm
30,"Very nice design and stylish car. The interior of the hector is amazing and the touch screen is like a tab. The alloy wheel of the hector is beautiful, exterior and interiors too. The ground clearance of hector is ample. I like the interior options. The headlight was very nice and the backlight is also good. The boot space was so spacious. I like MG Hector so much.","Nov 30, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/everything-you-need-in-a-car-95041.htm
31,MG Hector is a very experienced vehicle. It is made by Morris Garages (Mg) Hector. Its budget is very low and has advanced features. Its massive sunroof gives a pleasant feel to the cabin. Its touch screen is also controlled by voice. Its leg space is massive. Its price starts from 12.17 lakh. I really want to buy this car.,"Nov 29, 2019",3,NA,https://www.cardekho.com/user-review/mg-hector/the-best-95009.htm
32,"Surely we can say it is a perfect fully loaded SUV model, well done by MG, Hector is stepping stone of our future cars.","Nov 30, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/perfect-suv-95058.htm
33,"Fantastic car, great pick-up, comfortable seats. Controlling system is excellent, smooth to drive.","Nov 30, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/fantastic-car-95074.htm
34,"Best in the segment. Better from the Fortuner and Endeavor. The voice control smart technology, I couldn't find it anywhere.","Dec 01, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-of-the-world-95173.htm
35,"The best car ever saw. Amazing driving experience and handling quality. The better interior can be made by making it airy, you can go for it if you have a family then go for it.","Dec 01, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-for-family-95156.htm
36,Best car and interior so far. Lovely design and quality are superb.,"Nov 30, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/amazing-performance-95083.htm
37,Very affordable range and super high-quality car. Very comfortable seating and quite silent. The A.C. system and circulation are pretty good.,"Nov 30, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/superb-car-95059.htm
38,"This car is giving a lot of features, function, and comfort to the passengers. It has a true feel of an SUV.","Dec 01, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-silent-monster-95210.htm
39,It is better than Kia Seltos and the price is also good. The best car in the segment which gives you many features. If you want to open sunroof yon can simply say I am feeling hot or you can say anything to it.,"Dec 01, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-best-car-in-the-segment-95136.htm
40,"People say that the electronics won't work out in India but MG has proved almost everyone wrong. Speaking of electronics, the car is fully loaded with advanced technology and none of them feels like it's overdone. My second point is the mileage, Hector is an SUV but still offers great mileage of around 16kmpl. The dimensions of the car are humungous. In terms of comfort, the car can beat any of its rivals and is also prepared to compete with upper-class SUVs like Fortuner, Endeavour, etc. I recently went on a road trip in my hector and the ride quality was amazing, the suspensions were pretty soft providing a clean ride. Though the car is pretty huge, it is easily drivable in the city without any problem. I've heard it is also called the internet car due to the presence of a massive touch screen system with a pretty clear voice assistant. It manages to recognize the Indian accent as well. The pricing of the car is pretty neat and is the best car in the segment.","Nov 28, 2019",2,NA,https://www.cardekho.com/user-review/mg-hector/amazing-machine-94866.htm
41,"I drove MG Hector (Sharp) Petrol Hybrid for more than 1000kms. Both in city traffic (200km) and on national highway (800km). It gives superior comfort for drivers/passengers. HiTech features make you feel like you are in full control of the car. No complaints in this section. Overall I am very happy. After driving it on different roads in city & highways, I don't feel the acceleration is leaner enough in all gears. Overall I felt it is ""sluggish"" / ""underpowered."" The fuel efficiency is not up to the figures declared by MG India (i.e. 15.8 kmpl). I only got 9 to 10 kmpl in city & 11 to 13kmpl in Highways. Finally, I would like to say this car is a good value for money.","Nov 28, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/this-car-fulfils-everything-in-20-budget-94869.htm
42,"Read a few reviews where people alleged very low fuel efficiency. On a normal day in Delhi (route Noida Gurgaon at 9 AM) and (Gurgaon Noida 7 PM), my car has given an average of 12 kmpl. And while travelling bumper to bumper, it is 9-10kmpl.","Nov 29, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/fuel-average-94913.htm
43,Nice car and a strong body. The leather seats are average. Suspension and space are good here. there is no engine sound. Everything is perfect.,"Nov 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/quite-strong-94846.htm
44,"The perfect size car with the best class infotainment system and interiors. The tyres and the rims are eye-catchy and the front lights are alluring. The best car in its segment with appearance and power, with huge space, the car packs a good load and is great for trips and adventures. The company will get a huge advantage in the Indian market.","Nov 29, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-power-devil-94924.htm
45,Can't comment over the engine quality because British cars are amazing in quality check. Build quality and features are also good.,"Nov 29, 2019",3,NA,https://www.cardekho.com/user-review/mg-hector/amazing-machine-94942.htm
46,"Excellent car in the world so far. It is best for long tours. Also, the logo of the car is impressive.","Nov 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/my-favorite-car-94875.htm
47,"Nice features at less cost, It's helpful for everyone and it's featured as same as Jeep Compass.","Nov 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mind-blowing-car-94891.htm
48,Smooth drive and fantastic looks. Everything is amazing here in this car.,"Nov 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/this-car-is-amazing-94853.htm
49,"Such a high rated and luxurious class segment car. It has great looks and great features. Fully automatic loaded features. High ground clearance, big boot space, electronically  adjustable seats and sensors I mostly like features in this car. Voice control feature giving amazing feel driving this car.","Nov 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/dream-car-mg-hector-94823.htm
50,"Best and brilliant car by MG. If we compare the cars in Hector's price range Jeep compass is overprized, no premium features, and no comfort. Tata Harrier is fair and the interior is worst. The segment king Hyundai Creta is just like I20 wearing heels it is not a car Worth buying. I waited for mg was confused in hector and Creta but Hector was just better than Creta in terms of design, features, interior. So those people planning to buy hector buy the smart model because of it worth buying and I have also bought the smart one. Very Smooth SUV and with safety. A superior look with great Interior. When we talk about feature all upgrade and fully internet SUV.","Nov 27, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-and-brilliant-94678.htm
51,"Got a chance to drive this car. I didn't expect that the petrol hybrid engine gives this type of power. This engine is really awesome. The 1.5 ltr hybrid engine gives a lot of power in the mid-range up-to 2000 rpm some amount of lag is there but it pulls up pretty quick. The safety features of this car are very good, 6 airbags, Abs, EBD, TC, Hill hold etc. The design of this car is awesome and the comfort is very good. The rear passenger gets a rear armrest, rear Ac vents and a good amount of space. The main attraction of this car is the internet Inside 10.4-inch huge touch screen. It's really awesome. The sound quality is also great. Pros:- 1. Value for money 2. Fully loaded, the features in this price are like Panoramic sunroof, 10-inch touch screen with android auto and apple car play with 5G sim support, electrically adjustable driver seat etc 3. Safety. Cons:- 1. The Breaking is okay, not that great.","Nov 27, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/this-british-suv-listens-to-you-and-talks-back-94659.htm
52,It was an amazing experience. I am very proud to own this car.,"Nov 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/great-car-94792.htm
53,"MG HECTOR is one of the best and fully loaded SUV, which was provided at a lower cost in all variants. Ride quality and looks are also good. Comfortable seats, panoramic sunroof and AC performance are fabulous. Value for money.","Nov 28, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-in-the-segment-94784.htm
54,"Best in the class segment! Highest cabin space in this segment with the best interior and exterior. If you are an SUV lover, then go for it.","Nov 27, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/dream-car-94731.htm
55,"It is the best car in India and in low price, we get a luxury car. We feel better inside the car and it goes smooth on the road. The interior design is too better than other cars and the interesting thing is the sunroof as is not single, it is double sunroof.","Nov 25, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mg-hector-the-best-car-94538.htm
56,This car's voice command system is really good and it's look is also good so I would give it a five-star rating.,"Nov 26, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/good-car-94648.htm
57,"It is a nice car, it has a very good system, the interior design of the car is very good and comfortable, the speakers of this car are very good.","Nov 26, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/wonderful-car-94581.htm
58,The best car at this budget including all the features and especially the Internet inside concept. This car includes a very nice experience.,"Nov 25, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/greatest-car-94533.htm
59,This is the best car under 20 lacs with lots of features and it is better than other cars and the best car.,"Nov 25, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-suv-94490.htm
60,"People say that the electronics won't work out in India but MG has proved almost everyone wrong. Speaking of the electronics, the car is fully loaded with advanced technology and none of them feels like it's overdone. My second point is the milage, hector is an SUV but still offers great mileage of around 16km/l. The dimensions of the car are humungous. In terms of comfort, the car can beat any of its rival and is also prepared to compete with upper-class SUVs like Fortuner, Endeavour, etc. I recently went on a road trip in my hector and the ride quality was amazing, the suspensions were pretty soft providing a clean ride. Though the car is pretty huge, it is easily drivable in the city without any problem. I've heard it is also called the internet car due to the presence of a massive touch screen system with a pretty clear voice assistant. It manages to recognize the Indian accent as well. The pricing of the car is pretty neat and is the best car in the segment.","Nov 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-car-of-dreams-94338.htm
61,The car is good on cosmetics but I don't think that you can trust the engine for the long run. MG still needs to take care and refine the engine according to Indian road conditions. Giving a variety of features won't help if there is an issue in engine quality. The mileage is also very less and gives 7 KMPL on the highways.,"Nov 24, 2019",2,NA,https://www.cardekho.com/user-review/mg-hector/ok-car-to-buy-94442.htm
62,MG Hector is the best mid-size SUV. It feels like luxury cars with the best automatic functions. This car is almost best in everything but its mileage is not too high.,"Nov 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-suv-94415.htm
63,This is a perfect SUV. This gives a real feel of SUV it is having so much space for your luggage and persons sitting in it. I think it is the best SUV in this price range. This car is having a nice sound system. I am having its petrol variant. MG also provides diesel variant.,"Nov 23, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/it-is-the-perfect-suv-94339.htm
64,"It's an amazing car. I like it, it is awesome. The features and everything is good and it has good braking. The mileage is also good.","Nov 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/its-awesome-and-a-good-car-94265.htm
65,"Awesome car with excellent quality features, voice control, excellent looks like a beast and worth for money.","Nov 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/excellent-car-94262.htm
66,"Best build quality in its segment, good cabin insulation from the outside world, less NVH level, cabin cooling capacity is quite good.","Nov 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/go-for-it-worth-buying-94303.htm
67,"MG Hector has the best engine and suspension. It has great pickup and an awesome music system. Overall, It is a value for money car.","Nov 24, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/value-for-money-car-94432.htm
68,"It is a complete package whether you are thriving for power or safety features, MG Hector has it all. The company has left no stones unturned when it comes to the body layout, it looks massive and beautiful at the same time. The interiors of the car are of premium quality and certainly makes the user feel true value for the money.","Nov 24, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/great-performer-94429.htm
69,The performance is good. The sunroof is very nice. It is an internet car. AC condition is good in performance.,"Nov 22, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/nice-looking-car-94268.htm
70,"The length and wheelbase are the largest amongst its rivals, though the narrow girth and excessive rear overhang do throw proportions off a bit. The 17-inch wheels also look a size too small. Generous use of chrome means the Hector is big on bling and elements like the split LED DRLs and headlamps set up ensure the MG grabs attention. The MG's cabin is simply cavernous and there is plenty of space for five passengers and their luggage. Range-topping versions get a massive panoramic sunroof that only adds to the airy feel in the interior. There are lots of other goodies onboard and the features really are a draw in their own right. The much talked about a 10.4-inch touchscreen that comes armed with connectivity tech is the focal point on the dashboard. Material quality is largely good but you will find some less special bits in the interior as well. The MG Hector Diesel is 170 HP, 2.0-liter engine, mated to a 6-speed manual transmission, packs enough grunt and impresses with its linear power delivery and refinement. A snappy clutch remains a pain point of the Fiat-sourced engine though. The MG Hector Petrol gets a 143 HP, 1.5-liter turbocharged unit with a 6-speed manual as standard and a 48 V mild-hybrid setup as an option. The petrol hybrid is easy-going but lacks oomph for quick overtakes. The dual-clutch transmission does add convenience to the package but it's not the slickest of gearboxes. The ride quality is fairly good at town speeds, but up the pace, and you'll get a fair bit of body movement on undulating surfaces. The MG doesn't feel as well tied down as rivals at triple-digit speeds either and the noticeable body roll also means it simply isn't a driver's car. The steering isn't the most fearsome but it is light at low speeds and makes it easy to maneuver the large SUV.","Nov 20, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/it-is-a-very-cool-car-94123.htm
71,"Beautiful car with great performance. Looks are great with a very huge cabin space like other cars. Very comfortable for front and rear passengers but disappointed with the mileage as it is only 5 - 7 KMPL, seriously. If you don't have issues with mileage this car is good and great. But don't waste your money on the hybrid model as in hybrid model they have put 48V lithium-ion battery under the driver seat, a rear passenger doesn't have enough and comfortable space for his/her legs.","Nov 19, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/performance-and-looks-are-great-but-not-good-in-mileage-94025.htm
72,"I like spacious interior packed with features, refined engine and strong road presence. Fit and finish could be better and the infotainment system is a bit lacky. You just can't miss this car as its sheer size hits you before you even start focusing on the design detail.","Nov 21, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/mg-hector-first-impression-94217.htm
73,"Nice car with good and heavy looks. It is better than other SUVs. It has nice interiors with best ground clearance and looks like a big SUV. I looked it for the first time and what a great SUV with great design, interiors, great fog lights and nice exteriors. It is the best SUV in 15 lacs.","Nov 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/great-looks-mg-hector-94214.htm
74,I just love this car. Most advanced car in this price segment and one of the most luxurious car.,"Nov 20, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/love-this-car-94143.htm
75,The car is very comfortable and looks are awesome. Worth for money and boot space is very comfortable. The 360-degree camera is also very useful and the sunroof is also very good.,"Nov 20, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mg-hector-wow-car-94132.htm
76,Excellent car. The price is the best. Comfortable drive and seating. Internet car. AC is the best. Safety car. Engine is smooth and the sound is smooth. I have driven this car. Ground clearance is best and height is better. Car facilities are best. Comfortable drive as compared to other cars.,"Nov 18, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/indias-number-1-car-93986.htm
77,The car facility is cool and fantastic. It looks awesome and the tyres have a strong grip.,"Nov 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mg-hector-father-off-all-cars-94235.htm
78,Nice car with all features of luxury cars. There is enough space. The price range is good in this segment. It is stylish.,"Nov 21, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/nice-car-to-buy-94172.htm
79,This car is overrated and doesn't match the hype it created. It doesn't have a good ride quality. ,"Nov 20, 2019",2,NA,https://www.cardekho.com/user-review/mg-hector/overrated-car-94114.htm
80,"This is the best and only internet car available in India, all functions are operated by mobile app one touch plus the flexibility of seating system and ride comfortable control also nice both in city and highway for long journeys as its first car from Morrise garage its really commendable job from them.","Nov 17, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/internet-incredible-car-93840.htm
81,"MG HECTOR is one of the best and fully loaded SUVs, which was provided at a lower cost in all variants. Ride quality and looks also good. Comfortable seats, panoramic sunroof, inside the internet and AC performance fabulous and it is a very practical car. Mileage is also very good which we get in cities or on highways although you can say that this car is value for money.","Nov 17, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/hector-the-featured-suv-93834.htm
82,"However MG Hector top model gets all the features that are awesome but in mid-model and basic model we can get very fewer features at that price but any way they gives a powerful engine and high body quality so overall, this vehicle is a nice vehicle but only one this company available only in Chennai in the whole Tamilnadu.","Nov 17, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/advantages-and-disadvantages-in-mg-hector-93828.htm
83,"MG IS A WONDERFULL CAR. MG HAS BROKEN ALL RECORDS AGAINST TATA HARRIER HYUNDAI CRETA, AND XUV 500. THESE ALL CARS SALES ARE GOING DOWN DAY BY DAY. THE SALE OF HECTOR IS GROWING UP THATS GREAT EXCELLENT CAR I LOVE THIS CAR.","Nov 17, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/my-dream-car-is-mg-hector-93851.htm
84,Looking very classy and luxury. Leg space is pretty good. Very comfortable while driving.,"Nov 18, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/car-specifications-93908.htm
85,"It is a very good car in my life I have ever seen so, brilliant work by MG company and also for the internet inside.","Nov 17, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/superb-car-93870.htm
86,"Good mileage and best-running condition, power brakes, and best safety features and the body height is nice.","Nov 17, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/mg-hector-is-the-best-choice-93822.htm
87,"The superb car, Drive is amazing and also that car has a voice commands so it gives very good feel when we drive. ","Nov 18, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/above-super-93951.htm
88,MG Hector is the most luxurious car in the Indian market at the cheapest price. The showrooms of MG are very nice and the service of this car is quite good. Love you MG.,"Nov 18, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/the-quality-of-a-good-car-mg-hector-93934.htm
89,"Good Looking and best in the segment. The company is based in China and the UK basically. Talking about build quality & crash test rating, Let me tell you that, it got 5 stars in the China NCAP crash test. It offers many features at this price range. It Strongly competes with Tata Harier & KIA Seltos.","Nov 16, 2019",3,NA,https://www.cardekho.com/user-review/mg-hector/best-in-segment-car-93778.htm
90,"This car is awesome with great features. I love this car and the looks of the car. The interior is very clean and attractive. Excellent performance, awesome, and a lovely car. I have a Honda City as well. But I sold that car because of the performance and bought Hector and I feel so glad and excited when I drive Hector.","Nov 15, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/my-feelings-about-mg-hector-93721.htm
91,Hector is a nice SUV. I have experienced a wonderful feeling by seating or driving this SUV car. It is a very comfortable car. I think that its speed is more than kia seltos. Its music system is also better than the other cars which is in Hector's range. I will recommend everyone to buy this wonderful SUV car.,"Nov 15, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/great-decision-to-buy-hector-93715.htm
92,"The cabin of MG Hector wears a more functional design, but there are some interesting bits like the shapely digital instrument cluster and the unconventional gear lever, which add a smattering of flair. The large digital speedo is easy to read, but the tachometer isn't. As if to make the point that this is not a sporty car, the rev tacho bar graph is so small, you'll have to squint to read it.","Nov 12, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/good-features-mg-hector-93510.htm
93,"MG Hector has got best design and comfort, car is just a boom but smooth as butter, performance of engine is awesome, you will feel like you are sitting in a plane in business class, MG hector has all the feature of top-class car and very satisfying especially on Indian roads Hector performed very effectively, Ground clearance is best in class, And the best thing, I like its voice feature, hello MG it is just awesome.","Nov 13, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/best-car-ever-mg-hector-93532.htm
94,"When we board into this vehicle MG Hector you will feel like you are sitting in a car which is too much of a premium car that costs 40 lakhs, though its a Chinese car it doesn't look like it, MG need to improve its service points at the earliest.","Nov 13, 2019",4,NA,https://www.cardekho.com/user-review/mg-hector/new-is-not-enough-mg-hector-93515.htm
95,"From the day I saw this beast MG Hector which catches my heart and soul, Since the first time I grabbed it in my hands I felt like this is it, its all I ever wanted. Really inside of the car and the exterior looks awesome and the comfort is just to a next level of imagination for Indians, its hello MG internet feature takes the car industry of medium segment to a different level. I really can't even choose among the colours options that it has which is unique among itself and with a unique metallic finish. Just recommend the people to try this out you would really love having it.","Nov 13, 2019",5,NA,https://www.cardekho.com/user-review/mg-hector/magnificient-heavy-muscular-beast-mg-hector-93543.htm
